Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang
0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0
0,17,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,8,0,0,0,0,1,0,0,0,0,0,20,0,0,4,0,0,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0
0,14,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,12,0,0,0,2,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,11,0,0,0,1,0,0,0,0,0,0,48,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
0,3,0,0,0,3,0,0,0,1,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
0,5,0,1,0,3,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,10,0,1,0,2,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
0,4,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,1,0
0,2,0,0,0,1,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,0,0
0,0,0,0,0,3,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0,1,0,0,0,2,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0
0,1,0,0,0,2,0,0,0,0,0,0,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0
0,1,0,0,0,2,0,0,0,0,0,0,144,0,0,0,0,0,1,4,0,0,0,0,1,1,0,1,0,0,20,0,0
0,0,0,0,0,1,0,0,0,0,0,0,162,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,28,0,0
0,0,0,0,0,5,0,0,0,0,0,0,135,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,2,0,30,1,0
0,0,0,0,0,2,0,0,0,0,0,0,92,0,0,6,0,0,0,7,0,0,0,0,0,1,0,0,1,0,47,0,0
0,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,1,0,0,5,0,0,0,3,0,3,0,0,1,0,38,0,0
0,0,0,0,0,4,0,0,0,0,0,0,135,0,0,1,1,0,0,5,0,0,0,1,0,3,0,1,1,0,41,0,0
0,0,0,1,0,2,0,0,0,0,0,0,137,0,0,0,0,0,0,11,0,0,0,1,1,0,0,2,0,0,38,0,0
0,2,0,1,0,3,0,0,0,0,0,0,106,0,0,1,0,0,0,5,0,0,0,0,0,2,0,3,0,0,49,0,0
0,1,0,0,0,2,0,0,0,0,0,0,97,0,0,1,0,0,0,13,0,0,0,0,1,1,0,1,0,0,33,0,0
0,0,0,0,2,1,0,0,0,0,0,0,96,0,0,0,0,0,1,6,0,0,0,0,0,5,0,0,0,0,41,0,0
0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,23,0,0
0,1,0,0,0,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,24,0,0
0,0,0,0,0,2,0,0,0,0,0,0,78,0,0,0,0,0,0,5,0,0,0,11,0,2,0,1,0,0,24,1,0
0,0,0,0,0,2,0,0,0,0,0,0,102,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,28,0,0
0,0,0,0,0,4,0,0,0,0,0,0,48,0,0,0,0,0,0,3,0,0,0,4,1,8,0,1,0,0,28,0,0
0,0,0,0,0,1,0,0,0,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1,0,0,47,0,0
0,0,0,0,0,5,0,0,0,0,0,0,74,0,0,0,0,0,0,3,0,0,0,4,2,13,0,0,1,0,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,15,0,0
0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,2,0,3,0,4,0,0,23,0,0
0,2,0,0,0,2,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,2,3,6,0,2,0,0,36,0,0
0,0,0,1,0,2,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,4,0,2,0,2,0,0,17,0,0
0,0,0,0,0,9,0,0,0,0,0,0,39,0,0,0,0,0,0,2,0,0,0,0,1,12,0,1,2,0,14,2,0
0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,0,0,0,4,7,0,2,0,0,19,0,0
0,0,0,0,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,8,0,12,0,0
0,0,0,0,0,2,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0
0,0,0,2,0,1,0,0,0,3,0,0,22,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,15,0,0
0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,12,0,0
0,0,0,0,0,1,0,0,0,1,0,0,21,0,0,1,0,0,0,0,0,0,0,5,0,7,0,4,1,0,2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,4,0,0
0,0,0,0,0,1,0,0,0,7,0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0
0,0,0,2,0,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,1,0
0,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,7,0,0
0,0,0,0,0,2,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,3,1,0
0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,1,0,0,0,0
0,0,0,1,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
0,0,0,1,1,2,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,1,10,0,2,4,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,0,0,1,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0
0,0,0,1,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,4,0,5,0,0,0,0,4
0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
0,0,0,2,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
0,0,1,0,0,3,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0
0,0,0,3,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
0,0,0,2,0,4,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,1,0
0,0,0,1,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,2,0,3,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,1,0
0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,0
0,0,0,1,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0
0,1,0,2,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,5,0,3,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,5,0,2,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,2,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7
0,0,0,1,0,4,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0
0,0,0,2,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,3,0,2,0,3,1,0,0,1,0
0,0,1,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,1,8,0,4,0,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,1,5,0,2,0,0,0,0,0
0,1,0,0,0,3,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,2,0
0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0
0,0,0,1,0,4,0,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,11,0,0,3,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,1,0,0,0,0
0,1,0,0,0,7,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,4,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,2,0,0,0,0,1,7,2,1,0,0,0,1,0
0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,0,0,0,0,0
0,0,1,1,0,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,4,0,0,0,0
0,0,0,1,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,2,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,1,5,0,1,2,0,0,0,0
0,0,0,2,8,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,1,0,4,0,0
0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,14,0,2,3,0,12,0,0
0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,3,0,7,0,3,0,0,3,0,0
0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,8,0,1,0,0,2,0,0
0,2,0,1,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,5,1,0
0,0,0,0,0,3,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,1,3,0,3,0,0,11,0,0
0,1,0,0,1,3,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,7,0,2,0,0,5,0,0
0,0,0,3,0,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,4,0,3,0,2,1,0,7,0,0
0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,4,0,0
0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,1,0,8,0,0
0,1,1,4,0,2,0,0,0,1,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,15,0,3,2,0,2,0,4
0,0,0,1,0,5,0,0,0,0,0,1,14,0,0,1,1,0,0,0,0,0,0,4,0,9,0,2,5,0,7,0,0
0,2,0,0,0,3,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,4,1,0
0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,1,0,4,0,0
0,0,0,1,1,2,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,11,0,1,1,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,2,0,6,0,3,2,0,0,0,0
0,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,4,0,7,0,6,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,21,0,0,5,1,0,0,0,0,0,0,2,0,4,1,4,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
1,0,0,2,0,4,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,2,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,3,0,9,0,1,0,0,0,0,0
0,1,0,1,0,3,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,5,0,5,0,1,1,0,0,0,0
0,0,0,4,0,2,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0
0,0,0,3,0,1,1,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,1,0,0,0,2,0,5,0,1,1,0,0,0,5
0,1,0,0,0,3,0,0,0,0,0,0,42,0,0,0,2,0,0,0,0,0,0,3,0,3,0,2,1,0,0,0,0
0,0,0,2,0,2,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
0,0,0,1,1,2,0,0,0,1,0,0,56,0,0,2,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0
0,0,0,1,0,2,1,0,0,0,0,0,70,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,87,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2
0,0,0,3,0,1,0,0,0,0,0,0,117,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,96,0,0,2,0,0,0,0,0,0,0,1,0,4,0,3,1,0,0,0,0
0,1,0,2,0,2,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0
0,0,0,3,0,1,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,79,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0
0,0,1,2,0,0,0,0,0,0,0,1,94,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
0,0,0,2,0,4,0,0,0,0,0,1,94,0,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,1,109,0,0,2,1,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0
0,0,0,2,0,3,0,0,0,0,0,0,100,0,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,1,73,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,2,0,4,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0
0,0,0,1,0,7,0,0,0,0,1,0,117,0,0,4,0,0,0,0,0,0,0,2,0,4,0,2,1,0,0,2,0
0,0,0,1,0,2,0,0,0,0,0,0,91,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,114,0,0,0,3,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,52,0,0,3,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,90,0,0,0,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,1,3
0,2,0,1,0,0,0,0,0,0,1,0,106,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,1,0,1,0,2,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,1,1,7,0,5,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,3,0,56,0,0,1,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,43,0,0,4,1,0,0,3,0,0,0,0,0,5,0,2,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,2,0,44,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,3,0,1,0,0,0,0,1,1,72,0,0,0,1,0,0,2,0,0,0,0,0,8,0,2,1,0,0,0,0
0,2,0,1,0,3,0,0,0,0,0,0,74,0,0,1,0,0,0,6,0,0,0,2,3,2,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,2,57,0,0,0,0,0,0,4,0,0,0,1,1,3,0,1,1,0,0,2,3
0,1,0,0,0,2,0,0,0,0,0,0,49,0,1,2,0,0,0,2,0,0,0,0,0,4,1,1,1,0,0,1,0
0,2,0,2,0,0,0,0,0,0,0,0,67,0,0,1,0,0,0,6,0,0,0,3,0,3,0,3,0,0,0,0,0
1,1,0,0,0,2,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,0,0,1,0,8,1,2,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,45,0,0,1,0,0,0,8,0,0,0,1,1,14,0,2,1,0,0,0,0
0,0,0,1,0,3,0,0,0,0,1,0,56,0,0,0,0,0,0,14,0,0,0,1,0,6,0,3,0,0,0,0,0
0,0,0,1,0,2,0,0,0,12,0,0,60,0,0,0,0,0,0,7,0,0,0,0,1,4,0,4,1,0,0,4,0
0,4,0,3,0,1,0,0,0,0,1,0,47,0,0,0,0,0,0,6,0,0,0,0,1,8,0,1,0,0,0,1,0
0,2,0,2,0,1,0,0,0,0,1,0,53,0,0,0,0,0,0,9,0,0,0,1,0,2,0,1,0,0,0,0,2
0,1,0,3,0,2,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,8,0,1,1,0,0,0,0
0,1,0,1,0,1,1,0,0,0,1,0,34,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0
0,1,0,4,0,4,0,0,0,4,0,2,28,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,0,0,1,0
0,2,0,0,0,5,0,0,0,1,1,1,42,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0
0,2,0,0,0,3,0,0,0,11,1,0,37,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,5,0,0,0,27,2,1,83,0,0,0,1,0,0,5,0,0,0,1,0,5,0,0,1,0,0,3,7
0,0,0,1,0,1,0,0,0,17,7,0,50,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0
0,1,0,3,0,2,0,0,0,42,0,0,36,0,0,0,0,0,0,3,0,0,0,3,0,9,1,0,0,0,0,0,0
0,2,0,1,0,2,0,0,0,33,1,0,22,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
